,speechiness,tempo
1JDA3osYACWQv1EN8sgaDG,0.0386,129.824
28aP4b98MJOlGrO5v3YoJl,0.0365,133.87
3Cr8Os0nVRQbH0B4y7HFC4,0.0428,132.445
6ea3JNXP8puonHYUHtyrEe,0.0288,134.732
6lgzJuBX3iqevLdtgNlyAU,0.0762,94.033
0iHzbGak1CdbDBCu8VDwNU,0.0575,104.916
756CJtQRFSxEx9jV4P9hpA,0.0764,128.235
5NSDTpp3B5rX8GgGFIagFz,0.261,90.008
0ZkSEVvP9SWIRdZUkZUghH,0.0609,127.202
6f1nXh4PrmOhgTzBui72L6,0.0308,133.978
6LSxkY68uoiwDaZZM0zZ2l,0.0545,148.75
3k8W4gDchU3eW6EAKkIhgw,0.0458,114.957
4lyJwzshMPoXNPSp7qbz7Z,0.0316,125.852
6dHrWj35HXTGvlCasE5VAA,0.0839,100.114
0cJiOFuB3zftGKDRE0UhYf,0.0298,98.012
1SARbfnOIcuohWfh4pdLuC,0.0365,135.998
3YZa4IzxK2UtEKTvdTgsi8,0.0384,142.638
1LpjlPR8Gv52B04UQNLZAw,0.263,98.627
6U5HBxyn6hSI7yYIB1OPND,0.0323,140.658
5vgxh7GC8LMufJtnbIEw6a,0.0599,103.778
3yowm56ant5XMV1X6o71DK,0.252,137.089
5hE3T2329sdMmIrHxjhQDL,0.0647,124.42
6jdOi5U5LBzQrc4c1VT983,0.0961,99.993
2FNsNZjUQg3bhx5dWW0pRs,0.0524,114.09
718raCvS96I7B10bsFsBBE,0.154,161.846
54RFwYNPsXFE2fKAq5cGm0,0.038,156.158
3Knohqfb9jeYzL6wMZiWLM,0.0517,83.933
5XMjXjwCkJVmk0AHm7z8IV,0.06,134.007
4O1CExxinEpKZi3861NlTK,0.0476,87.964
4OxfERJKoCCUdGcicnMnYJ,0.204,179.568
3CKCZ9pfwAfoMZlMncA1Nc,0.0253,108.003
6fxVwgRXQgTI3AZiuQlJst,0.0331,116.649
71x6TqO4mB9IvwCdxdT9iA,0.0352,79.99
4iZzndyEgjtISiFQPnsRii,0.0284,123.247
2Xd6Dy0x0MkfcGQ7Sqdkqi,0.0438,185.454
2EjdbPZAiks0T4cxLcdXaB,0.331,134.929
2jB9x32npznzDnLy91yO2G,0.0483,70.618
0XmrQ2JG1DkgzvKOwNxYVf,0.0311,81.204
47Yy7rppJ7wIXbaZj4mVI2,0.0675,94.991
0Y0TOsE1q11qgbi7c5WZsG,0.327,167.909
26RZ3DhnVlytdG6N1oxW1E,0.0517,91.979
7JhTr0G0gr3ESY3B9uqPi4,0.0582,190.738
5MgzvUWXkdGgJkWzCOCp72,0.394,89.642
4x2FaaS5k8FdTqZrx01vbS,0.12,120.009
2tV2dapyrHKjxEMCo617SK,0.0842,127.032
7KrkTrZfPhgXelA3NvDMkE,0.0498,143.073
1EAb9MI3olU3eiyGhrMylw,0.054,177.123
2OikDCslmF1Y04Szgbc8Hl,0.11,94.039
5uRd1tmUAvfFGSPR5266Xp,0.0469,187.441
1NwJn3oKyyaEITEEfDek0N,0.0295,180.205
6o3s08kk2fQI37vxGZDrJ1,0.23,82.038
4owo0j5bw45IqiHxsTzcd6,0.0314,90.034
6KWx6aSGXhGt5OwlqS13cq,0.0317,104.85
3gbHGPcyp2j8MgfmcLt8KP,0.102,118.026
7rITnIMuwWkF81aOUN3kK4,0.0309,100.009
5cpKuwqUdWlvu1euDQNGP2,0.382,125.995
1EQcTEDuJ0tJ0Zi4OKQx9c,0.116,130.081
2d9hKKKQmGxcknyMIgLVmQ,0.104,92.072
1gPVp4acBJk7vdTTwDs6rV,0.107,87.831
3Plqzrpvow8beA88cPWVUi,0.037,59.522
1AMCroLHu9Tho2lXzKaUWj,0.0451,119.985
2ITsejLsNmg9okA7e0FQNU,0.0349,102.982
1gvKxkEkqfJg7CucINFmJJ,0.0324,134.02
6KXjVls7c18oAxdVFXvy8i,0.0372,88.859
2DFLRWO9z408bPxVhjjlTr,0.384,167.949
3G4P1frd96TEUQQPE2ECf1,0.141,120.031
5cQIrML7iJEUsOCNsHqWlB,0.0408,118.06
39liuGHPxn2sAyvO6DINor,0.315,148.019
0OMRAvrtLWE2TvcXorRiB9,0.0483,95.036
4ggPIxXwOWReIBfyCVW8QI,0.0446,80.992
5fcWsUs0Au4IxrhWMFQAj3,0.0494,81.873
3LqpgW0Kkz3fG6VdXjQibD,0.0357,93.949
73iyt0DBfDKsMSjJStycGC,0.0413,104.992
0kuZbehvYC1C9SvdJtOvsJ,0.0639,128.814
3YdJqEEw0RvcqthLcoNjp4,0.196,124.166
2BtXdx9jEpvoG0uaVZ15ed,0.0375,121.993
5IXTT9RvcVupmzLTFqIInj,0.144,137.866
2VVkpMvFrFIWxJy2ApZBj5,0.151,187.309
7vWGeYZJUzBXKGPro05UXS,0.0453,157.998
0TsCgNO9jaznNiPmkLDkbS,0.04,96.715
1TUqPhJkpedUyQsnNcWnIw,0.0327,165.957
10qlsNJjm0UKL2KRFl7gfq,0.0247,109.984
3NMNNcNGnNz7bBSCinr5hv,0.28,117.435
7FJP35tUJ2121EJsFpU1Gh,0.0282,128.003
3MagOJIM03iOzwEPNtomd2,0.23,171.143
2yW1oZPjsul2T8tyPikPHo,0.129,140.096
0B4fFt3yD4kZr7xPdg6cp7,0.0284,135.972
6SoVI1qSkmyJG95BF5oFtR,0.0406,110.005
6a0OqKeQk2DmhqfDELDgRx,0.0337,111.361
57mKcbEq7nMqtJ4gqJvWcp,0.0444,83.999
1ae0SQx8MpBXo6QsmrpsEj,0.0274,131.383
0obMS2ZOAeBBWNM8slSy9D,0.0416,104.928
2YFTEnRy5pKHRQZwOXkPuZ,0.0764,160.022
01DidSmPasiXdPhDVuaULL,0.0948,99.614
5qT6egFjh8uQDT8DKoITlV,0.303,139.947
0GQcfJeWLGNGAYc4W0mfrk,0.0399,86.001
3ZJb4Qn1TvHx3HW08YLmTR,0.0282,60.508
5gUoppDphfYsIiguGr5drh,0.0362,180.625
4FH9bedoPaUMBa13ZfvTNb,0.0308,104.02
75rEn7Y42MdUb0LHhJtOOp,0.0351,142.567
3uG4ygD1bIP3YspJm9N4KO,0.187,201.594
1M3LdcjVPP3O5yGaNlVSfy,0.0409,143.877
2gPl93XdGnfKUykwxVHUYt,0.246,76.627
71SvEDmsOwIWw1IozsZoMA,0.0488,138.158
73jVPicY2G9YHmzgjk69ae,0.0291,99.806
4VijLEUxHEzbWKYL5u9wuN,0.0374,102.908
3BSpuy2yHhoEazfXVU7WGq,0.0298,117.116
3saMdMf3uTs3J0rA2aWGkK,0.064,122.863
0x1LCpY9Rgeq97VPajm81B,0.0701,77.977
26ojXzll8VUEHY148hGptB,0.042,112.998
0Dx3pLp5cHb5RKvCNHKdlK,0.0692,135.062
3vvaEE4L5JQb6rakhGNQL0,0.0377,80.306
0Tel1fmuCxEFV6wBLXsEdk,0.0498,74.993
1es71gP1Ljrf6KVvqR1T75,0.0569,93.868
4rIZUld7mv27OwL3E9YvrD,0.031,96.945
6NjbbQKUOkoJGonVJkOMdo,0.0748,140.167
0i57n6oxu9NJ0LuUa9CprN,0.077,93.989
3CeGVMZcCWSSCdOfcaHJnd,0.0273,110.007
6oEAnFhmoFH9TWWjX1QLBO,0.119,115.992
3Q2hvDrSBaRP3ihAnJEXSI,0.0919,147.205
4FsD3qKGh2DMI8OPw2b1QY,0.0292,109.925
0b1WDEm8pNMoSGa3Je0sqW,0.0408,118.983
35OPLFdFnEyj2cQi9CVSvO,0.0339,108.759
0qw5TBa2hxPqiBxwCf6QIM,0.302,130.899
4moXVLw4YS7tVNmjs8v60A,0.0353,148.803
0IKqPaHSIemSCq3EZREYYn,0.181,170.135
1pvRH4zlg8orIoflm03ruZ,0.0829,83.967
1ScMtD4PNFYejYl35teO80,0.086,174.98
5wLilTMKreOkALxcdvLj35,0.0473,81.586
5pdKPY4O9CHuzDDp557j4N,0.0322,102.88
4PdSxqz7mP8RzEPUcV66YY,0.0578,114.939
0ZAiqymvbQUZAh9y6ZT3Rm,0.116,163.897
2FPFICFl7bl9NLPVk6LXZy,0.0501,184.048
3EaFe9jMJ8upE4597GkKR2,0.4,166.18
7t2eWdGWBTAxaXxaGqq9ts,0.376,119.693
79I0U2dFCojyIUM41FoCZK,0.117,160.027
6H179fTdaQXT4QHnNxNX4D,0.0515,84.493
1lLhPBN6GET66lV3uT5dzu,0.0945,120.008
1pnrwYOFzmP7f1P77QsspG,0.0233,106.023
5PGOcpY76jUO2I0KOAGotf,0.136,126.726
0Xm8tw6qikotb8FAOZ2ks7,0.0352,122.041
7zuwaenG5AF0vG7o7kMduX,0.0333,127.119
47pj8vLDKu2HqbF2bgzn3X,0.053,149.188
1ELOdaAh44CybUcGZ5AkxG,0.217,93.971
6Dy6L7C0OJQnoz40AfaFZO,0.2,116.128
0Nmt1GSqxFtJFwHTxcBxB9,0.0667,140.966
1N7uFZzPs0XzCgu9bOzM0G,0.0445,128.025
0pJCRtxPKV8yiDMrM6ciyQ,0.0258,110.004
2nMeu6UenVvwUktBCpLMK9,0.0368,113.986
7iJNS03NJTuf8mHRTm48x9,0.221,104.996
5EhPC1bNih13D26fGGO0OE,0.0314,93.858
2nnQJegvBedTTPo5MwZVSq,0.0534,110.921
1qMgkVWJkK7VW0s5g3mGod,0.0563,116.034
4cn9uGndpRwCisqNY599V0,0.046,109.978
3EcmNKUi5OOWXUGOsxlCca,0.313,131.895
1dzuJ9z66RXuDV3t3gQrFI,0.0348,78.907
7Juu32WsD2Spqg8xdPuHlK,0.0543,142.023
4L4WW9hLWc9ZD7JYHXYOM8,0.036,105.598
4Pwjz3DfvfQWV0rO2V8jyh,0.0943,133.954
5UtRpIn3CP97VYVTSoTUUi,0.138,94.265
0BTy3cSsHxNkEuxJENJfd5,0.111,96.583
50p9gmJMwsz3zyAwoF0FEv,0.175,128.952
1IBUfV3AmEJ5Oihg6kprNF,0.0547,144.291
1zG012gaPTFUEDldXHOhpB,0.065,78.127
4EHWldZTas5KUyFtT0rQlY,0.029,74.923
2GqvbLpOPU73AYu13XPEgs,0.0319,139.204
3hAISHuncayUMztDDvkwmS,0.0295,104.974
3V2aszRCW165JY9YVvXv6p,0.394,179.478
5RGf8qn1TBWVplLyyKUsuV,0.106,92.959
6Z2TsAp4j74Q9iengNIopM,0.408,164.074
4yrM5BVyJzy5Ed4GPO6e8j,0.0452,114.832
1gqYoOzugxXElvdFM19Y7F,0.058,155.989
4hCKK0O0APtcPUOeYItgTI,0.0406,130.217
0Po9oxXGsDXDnfNngwR28c,0.0436,127.979
0V0B9zMzbY0K0ylutGV2wy,0.0689,156.069
7pqgbtRz55INx151kOjSsT,0.0671,144.076
39f2Hv4h7zoiLDXuiQYZw0,0.0319,152.111
3i8j2dKXChkErfi8jsDDuH,0.0407,172.315
1swmf4hFMJYRNA8Rq9PVaW,0.0321,177.624
0KS9V6ihDVgbotoOov3QZH,0.0387,117.019
01JPQ87UHeGysPVwTqMJHK,0.0481,99.967
5sz8s4iF6TaHKii8fbolOU,0.0677,139.615
2i7iFTq36vCv8jQnhAPgxf,0.0332,138.936
4fIRVjtM6yoWPUrpQ1WH3H,0.3,139.923
74lfGn1j0rBJ3YqR2mo4oU,0.0294,83.996
65JtyvfOYho2svfzaJUKfW,0.0393,147.993
4FcOhKK1tPr1QlT181Yzbi,0.0369,112.946
08ZbT1mbzKrehKGF6YDolV,0.066,104.727
6du2h0Y8CWEz0EHkyITOGD,0.035,130.037
1XluHkSAAufsZvvs69XWe9,0.0467,146.651
6Ymvlzom4TQeoKqAWsZRD8,0.035,176.01
6h3g9qRixNAQZanah0rIuU,0.114,134.868
7HytU9V8vMCUayply0lYBq,0.268,67.413
2a5Ml671R56tzRB0WMaCfC,0.063,104.978
5BMp2iN5rQbsZb6BG3jvLX,0.324,79.728
4WndyaUksY3WL2WD8C8EPT,0.157,94.014
5h9mwffuipb2TSeTFp8Pu0,0.198,85.49
4j60Soaf42fMaWbu8Kaukf,0.377,164.118
2cZ5ACJfBj2uAXARdHpjAW,0.186,123.996
1p2TWJxUlHE5JR0sE6E1d7,0.036,125.015
0fIXfCEB9B2FYaIJkEMYfL,0.115,89.999
196lVeVsl1QzvI1IpMdI1I,0.114,119.979
0qe12S90VkPLYTVOIlocjO,0.0562,144.709
72aCha2Meq7txnk451hz7k,0.132,170.058
1DH3IvhIFecAJqWLAQhxQr,0.034,133.04
6rV6S1i2jjBbb97a7lfhyw,0.0632,123.987
6pKADEM7gx8EZ6UypMUzyd,0.0334,144.018
3rkAqA4V0niRSLaDd65rQD,0.273,169.88
72WZtWs6V7uu3aMgMmEkYe,0.0687,85.818
7LK3HUv2v9Nn3BgurXnctu,0.0381,83.665
7fn87RARUO6gdEUhaTGFEL,0.897,162.205
6vVeogbozV20zRhRLbWj9j,0.0291,136.116
4Tid4MwqgR1CfKCun3tFon,0.0356,134.93
4cagxnpu2DTjAZVcxdEF66,0.0635,91.052
4nqGIp9gspbQIWHFSYDsls,0.0332,139.972
0IcUfYOtrrtAdHC8SUCfr4,0.236,171.345
2iqIPpMrW9DCcs6XmxNFsY,0.0527,109.991
064NEtcV4JQqGxAtfqvRfI,0.0568,129.998
40YHaOUpfCG83XqLXE6zW7,0.0461,103.155
0RjPe0wBxCelDk3jdk0UVt,0.0521,82.019
0R0sh2e0MMDiO0W8PO6QR5,0.0323,103.04
1FTRDhCVvGuoOxkGtYGMiD,0.269,130.076
27R3h4sOHv03aWMwNtu98L,0.0316,93.024
6bs9zxCTiAzYXsE7dEBrF5,0.0294,100.792
3gkSQbWTDBh0ZKq85WmJDz,0.0504,97.972
7q4ElMUqO1sqqdrIvQ6HEY,0.0849,165.997
3C9tow6ZueItwnVrlkda06,0.0397,127.991
0v1XpBHnsbkCn7iJ9Ucr1l,0.0466,119.992
2qTy3hGSbxoSenKmlKGHFw,0.0616,99.426
7gmd7PL81duT7LTSyO3yN0,0.0252,96.91
1LBcs9JY4DedNGwQ61Jztv,0.043,106.64
3khRyS51pqx4sOR6Fz3r1D,0.0388,149.246
7ip73dw2xUOKHevYHSkEdM,0.203,159.267
0PprD6oGodYXihViAHuoOc,0.0274,170.093
3XLboRnBXwq30E2vbf3IrO,0.0398,125.993
3zgs1f6Tj0mn29qTXJuhSY,0.0683,133.961
2Y2nECTc51v8NsBVmqt6gH,0.0367,81.982
6pK86Tx0QqX0E64mKuDB5Q,0.266,90.109
1dDWkN3pZs1mvKW4aP3bSC,0.031,85.562
1Tig3lrgKWsWJZKXeceUpQ,0.0485,134.071
61NMqZzdUmRHw1KdS1honh,0.0631,120.005
3j1WurYpvW7IgHCATbiDdQ,0.0536,113.174
6MdLx7ZVdujRIhqlJ3RWzL,0.114,130.004
6eWDAW2zeXjpYa14W7ADId,0.0366,148.001
1ZwSPWyE7Sw9iQHTIwPjSF,0.213,151.076
4sebUbjqbcgDSwG6PbSGI0,0.0327,148.038
2eX7g5yCcKHk7xHJhBydYY,0.295,130.011
1Q0sruYhnsq6lmhWgeRFh5,0.0403,128.271
4VJekfh1nKgRFPYhXjwIQM,0.0487,121.98
240aQVasGBLBIWwW0lJ25D,0.0467,110.096
1nHcLdLMuDoKX8D0e1vhJr,0.0832,148
3ZUcWb5XC0O1FCJccFIesu,0.212,132.799
72C7aUQECOhNtnD0AC36ua,0.0549,147.89
6VKqeLCP8GwsqVNgxOE59f,0.0517,131.927
6tg8tJPrrFuofADSiZPsWw,0.0312,96.377
3bQoMbPYOvvseHaSOWAQ3Q,0.0865,99.046
00cSN1TMyHZErfyJbLMB05,0.0295,110.002
0TNq7qilB208Ka6VKYv4ce,0.101,122.078
20Y0ZANdyEI52MfQs6DddK,0.0286,125.652
5E69cnE07kLNNWdlP1XfaE,0.102,140.067
1jaeMuWDRTOchy12L2tYYw,0.0319,137.03
0gZp88SA5OcujHLDGkxtI3,0.0899,81.291
5w2HWTxR3wy8vbIxm6DXKQ,0.151,133.97
1UFg9EPjaPAiHl9lurJK0I,0.0647,126.201
5hWdgGVcfTeLPAiHM6EZG9,0.0537,121.656
1gjUBLiGk3MdFksH3aRMax,0.0389,119.877
5aCImDeFaWVZB4BFfadf0c,0.0313,100.024
73oXdCaRTOJbfjR3ETgfeX,0.0411,114.595
1dLe0Sq6ugOTEpvRnSaWWY,0.0367,104.672
0UKNXZoQn0CYCPlp2f4kYQ,0.042,154.189
3E4YbYsTTOWBtk1YiBZu49,0.545,131.592
7AuHKPDhAAtCAPk8mav6h4,0.0367,109.998
6L49mhCbCslqWwG0G2WdJs,0.0432,76.38
0E8eAVCGmOk78xebmDEBfF,0.0575,165.058
1qrcnHAXZ27IRrsDkfYI42,0.057,130.086
5ps1ErJkRMIukvI052OR4x,0.0633,128.212
6p2LTUjGvJS2m0wX7oL03V,0.0506,73.989
0fiPpwBPIaxxydn4KzX9Tc,0.0269,120.003
7KLvYoh4CK9FSzQvQGmCTh,0.0308,155.274
1C1cV8Xa7LjrgE29Pez7yp,0.0392,147.699
2as9DMML3RYe4uGiBpTvEm,0.0286,94.036
4Bt9yX2Gq7Q1biRF45EN1C,0.212,140.013
1KVU56xCG8SqaXRjf9n4Da,0.0429,139.124
64BbK9SFKH2jk86U3dGj2P,0.0574,123.229
06XnIl6oFvSnbVvRwOPvY7,0.0843,153.994
1hUekE1ArfXmZGK3eeb5Pb,0.222,72.704
1jdNcAD8Ir58RlsdGjJJdx,0.0313,79.991
75lWQzF7y0FY9380G3gEZ9,0.0347,107.095
1SWmFiFSIBoDbQJjNKC7SR,0.0246,109.618
4Y7XAxTANhu3lmnLAzhWJW,0.056,122.959
585uarjjZBFWnIpLjo7bwJ,0.14,97.942
01rYWOpu72uFQORnWN84C3,0.0586,59.999
1yKAqZoi8xWGLCf5vajroL,0.0816,145.781
78xf6RWblTnciHi5rmRBx6,0.17,97.659
5mey7CLLuFToM2P68Qu1gF,0.119,104.029
1LQiF6aZfnNgxerxWJRbxw,0.0714,144.992
4vcoNCrTtunmJ9q8srpVly,0.115,147.986
12IoBmDGa1jVnFrsaFYxY3,0.0296,65.485
4w7hIjpuEfvMPiyEgdqlf6,0.18,177.863
00hgtJwONC7jG6X0GUMXvv,0.0385,136.904
5rfvovWBd35hYqk6rWLIrr,0.419,89.996
6JG6gd3JMxzfepq0gvvzW8,0.0486,74.077
7Es56qJotQpsWrhVl4BaGP,0.0776,123.946
6pPWRBubXOBAHnjl5ZIujB,0.0296,103.867
7bN6psnpAgtMFuxVIHMXke,0.0493,158.957
2mOAY0Dy2rKWf4TZdrwyAc,0.119,172.01
2JI71GHwq2LN8mtq3iCLYo,0.131,119.906
0SqUFLaRXwufRUsJ0t4dXB,0.0432,95.466
6Wxj0FQMAJXOWgRbyFP5f8,0.0429,128.978
414QEuzjRVGG7TmDZDHGGd,0.341,104.056
277Q2UaF8FeL7WNWQgzdlk,0.0358,54.455
0UFtsK5aSrq5zYai4aikAu,0.0656,127.99
59gcyHKSdSSDjIsunHFNZt,0.0455,84.02
6mavtNxMc35XwKg9POUemZ,0.213,130.962
4bnMhJXL7reFRHMs5Pjjof,0.0681,192.012
4YLrDf8qrpEfGo8Btndj08,0.0357,89.938
18GTPrzJDItA4C5a9jy763,0.04,121.065
5ZO4gjA1fMk0cD4EFkPSYT,0.0353,125.071
0Jg602cHeMCnPez9baacIe,0.0668,131.994
2BjUvisO4UVAtTHs4lYiqu,0.0286,125.373
398Dfg7EisARPcvixgrtuI,0.0332,79.258
3I5azi0831uNpYQsfYsW7G,0.0478,110.063
5GgmaSJiVylNjuRnzodXv5,0.148,95.329
5YUTjMFqiWmCQyA0m1fqCG,0.0567,116.297
49vh4qZFYU6VnuqyKduUmo,0.11,153.963
32xx0fAv3CIeGmNaWTHvEF,0.152,107.043
1mqytV5qZcmzG6MgvJCpkQ,0.0363,126.09
3HYXqOAm2Q8b2OyYqzv8d4,0.032,110.003
05FTszdgQA6GWxAcVIV81a,0.239,90.03
5g7rJvWYVrloJZwKiShqlS,0.0349,111.709
38dcP9ZV124syWEz78QHUl,0.0697,69.982
7BRXdKc4n4tXkKaqawOYnc,0.0428,132.591
1d39v4V4DmrrLiFX4DKHBv,0.0279,115.405
0mt64m7bBmdH0XXSBvIdeY,0.0493,110.014
2IuTy7vo4l4nLt46Ja7R3S,0.132,127.996
6sLGL868ghdFnFPgQJ3vJE,0.0342,124.98
4rr3d1D9sPSmcPUg9WeZII,0.0421,134.97
2UkZubCKxd9zJsxa8hSOat,0.0851,126.97
13KQXVM9bIPBwG4sVMTvP9,0.0288,120.097
5q2JbCNi4FcnglgPfxcV65,0.147,169.801
0z9UTMWoBnFsXBJSuOGZLf,0.0314,139.94
11dxtPJKR4E0wlSr0A0t47,0.039,158.038
6QVAlM2uo9KBuHe2LI3lqX,0.0367,125.004
7keP5N1RcaLIiznlnFRRbY,0.0281,141.311
4Y9zsEFEITQ5ZjMpAJjOGo,0.0328,104.026
5c00FZpuM6FIbJux4OvpLP,0.0523,51.257
3ZMv9EzGoteNi5Qnx0KpEO,0.0481,76.396
40McbArjqLjIsvt6rwbjk0,0.207,201.071
5sLqvAHkzxF6WKmLg7ML5U,0.0361,183.59
6a5jHgwqYMk9wlYJYfs3c9,0.0425,172.365
0F1Rc18rZcJOALxIIQPTYd,0.0254,102.061
3VAeTjREoKPY1exOXR4oBm,0.277,74.931
5Z2gIlGW3YwlOuxHUvDCSH,0.0412,135.058
230TcPZOn20Y6adr0K2dGw,0.0341,160.019
089RqHj5hQBj3xngYV3gn8,0.028,123.315
2naJy8SKJ27gj6ZhRPDKaz,0.0436,115.021
5lS7KHsdvkMJp8eASqZWzb,0.144,176.009
1b6rmL3VXBgYTbn61kM8wT,0.43,152.804
5KDgtCIqnrnIb9thLNFc3j,0.133,111.645
2p980qlVXYLh3HdHusbhfa,0.0589,126.949
2nLj38A7KPJ3GhiVO6zCsJ,0.0414,132.986
0IzzANY2C1gXWpDLY5e8sO,0.0347,120.706
5OruF4lQFkGdXJsT2wzV68,0.0321,162.048
52UkT2gKZEYlEEKoXl6ODf,0.0427,114.534
34oWbFBfGEElvgO0a5c9V4,0.191,117.532
28ov70yrukmJDAFtiThdTS,0.037,152.005
1WzAeadSKJhqykZFbJNmQv,0.0241,100.511
6akBo2R423TCWPNuJd6C6W,0.0406,125.036
2UAMy9T8jWOjRVlQvHOmsn,0.0352,106.995
6vtjJhuoZjhDAXbFoxgQea,0.0406,174.108
5AkoMexMFW2knOhHOuS9iV,0.0398,104.996
2oGtIqSqW7lEPKn5lIIQeS,0.029,110.066
5UhJc2jRH9xYNR39GhoJfC,0.0268,133.838
0FjfYYKEJQnC75XxlIyg7D,0.0637,187.968
3YDn3QgsE6zAGNicA8xDII,0.0307,116.133
3OnUcUHijkaKNCIWbo6Qm8,0.0312,90.027
6P2NcII68B40d0FoQGkrvD,0.0369,136.762
2zt4Gi5XBwK51LykiGUKBt,0.214,187.255
3KliPMvk1EvFZu9cvkj8p1,0.159,128.01
0r78QX3oN8dxo2l3H9118r,0.0468,101.124
6XW2rKHwNnX5qzk79Qis9w,0.0327,140.047
49oQf4PT5ONHU1qHvzfP1g,0.0371,119.972
65wnZsZLKJimfK1cTFOfa1,0.0371,93.973
2FLv8xZ9pD7bieWR3BDh1y,0.0847,120.976
315sb8nOrbh8UdQEjrd5bb,0.0781,124.016
02DaqClSJTt95OvsiroP5j,0.151,90.502
7zFTcMAZVXm5p0AK4Xkabf,0.0428,125.049
5mwProP6beFMq1vKw87j1r,0.0281,105.878
6IaDPpLqZfRdduEGrbrofi,0.217,168.161
0UgU6BsTk0xgMTAqCu8Uz9,0.137,123.105
5H9osUMcTbPs1Hzo6tIHSa,0.134,121.362
5JUufCEin0aXyFLXCzJbUL,0.0613,106.973
3pFNPDZcUIuNsysrgdB7lu,0.0318,140.3
5R9nkf4JOWkOHGSPtsyUVz,0.0415,139.329
4zUmtziYIYTEmQVLISQfEJ,0.0311,96.985
3vooOYHU0Fi3ViCG7Ozh0Y,0.0346,123.997
4osgfFTICMkcGbbigdsa53,0.0919,93.51
6rUcS9i07F6okIe8wujs5J,0.0853,142.057
148ZBhthvwnS01Qs4Hntfo,0.0352,130.729
23Sp4OKoHAmPehmCFsmWdX,0.0311,80.038
6sDQ4uiWw9OdVrCXFLSlZt,0.313,148.138
6AviHKu3ydzAePBmzEi62v,0.0458,99.023
1z15fhSgN6U2k4gqA1Zu4j,0.196,204.103
7daoXr2m25ILsvOuVmxZNG,0.0798,99.349
6EpRaXYhGOB3fj4V2uDkMJ,0.0545,106.028
5Gfp6euoNJPw5AvSpGZSRZ,0.0857,91.067
1O2cVtw4bEUpCMJo3NSEAj,0.0368,126.151
2SMKPNSkcXTUJxXcDmIG1z,0.0266,131.908
3wchQBokK9IDtoYrw14gpK,0.0536,139.249
5xc1DBXmB7MTajxDJ9cJcq,0.197,106.876
48sJGpBLqQTs0sZ2ImHJof,0.119,94.82
35zGjsxI020C2NPKp2fzS7,0.0801,165.09
7Ld1YDk8O9SYWPiz2tdo3o,0.103,122.396
2QVzUws1l5mzZ4v46tGHrC,0.0295,145.26
2v0y3b06vPqQV125XP9Wpe,0.0934,185.095
0VEJcJRJEAhkqIFYjslfwZ,0.043,80.423
3S8KiMWBRmcExAVM0wjn9O,0.0524,185.005
5gUBKp6E6BV3hz6IbIiAoD,0.0786,109.971
3H4QJ3ZHcQHUVw6pqs1aNy,0.266,139.988
5mYtpXrZZ1bbGJYDGC8I0Y,0.194,193.513
4QeZ0dP6vpIMzolODNfzXp,0.0317,146.747
36TjMCLhd5yiPJR1H4OJXS,0.0731,154.906
5li3FHS5s9V3l4xWsUcmQa,0.0384,109.53
3rbNV2GI8Vtd8byhUtXZID,0.247,109.314
5M9kio8FEFiNKyTDGqksy2,0.0823,165.038
0qFvHTPaLmxuy61Q7v7Czo,0.0427,133.618
4Om7KN3OgSpzYLhRa4mY3n,0.0351,133.012
5OhLBEgXp9TPGlnFw5pXeK,0.0869,150.023
2AOA0UAoRHcNQVrFmzMX8G,0.221,82.013
0YmlrCG5yGehEJgVycbG9g,0.0397,111.655
0wdRsrWCjLQPQpYAlh86p8,0.0437,183.362
2xJNmxeW7I08cRhurMyPn8,0.0355,149.891
0aj2QKJvz6CePykmlTApiD,0.0443,97.964
08cXy6KUizaAelYXtcew3w,0.0325,190.043
2YtCVNJbORhMnxTtIaj6fk,0.119,170.094
7JVIiaJPFiZypYSOMREhhA,0.055,115.994
7nZGbjwTis0dJGaupJo1Pb,0.0522,133.99
5JCxsnOKJ8CBbaG6yeqMQP,0.0324,112.441
1yaS9hvt6CwULOgWFXB2VM,0.0319,67.485
3ze5haYQIPLiNHq3Iahz98,0.0665,118.974
4xwqKpCkR8ZhCvexcyfUs5,0.0531,81.97
7tirhoEiNOaHD2RYrjt1k9,0.0362,120.039
74YIEs9equLAMBJlAb4Xnd,0.0502,201.991
13e6f8t7RKXuxZ0JdaaJRG,0.104,123.081
2fikkzaNYRpBMT47PWoWaw,0.052,167.325
2gXczlSLzhskaTRLdAwBEw,0.0295,98.749
39SQnz9u6zd91nZdaPmmJK,0.245,151.073
3oKq1cEXzlYqrZ50JhJnWN,0.0319,113.706
5IPIpXq8znsSOybCsbd88v,0.0311,130.752
6IubrQ8geZdkNxZ64EexFT,0.0464,109.998
18PwsjZKbuoC3pBRhywxlf,0.0543,167.744
0Ra3DxdKaqmMhUy2enFfb4,0.0819,140.059
4uGOdAFauRDbSy1lImngox,0.0305,129.863
4eeu02SOk3UHGabZW3N1lt,0.293,84.942
04J3C463zWF1SEGxD8Z4U9,0.0567,130.707
22PPMBOqpdtQAWw2D9Dhce,0.274,160.067
1q8NdCAQ9QUjpYiqzdd3mv,0.101,87.991
1KlDcHrlDPUJJPmMup3tUp,0.12,121.942
1J2NzDowtDbeJBlMpAC3II,0.261,137
